casc_orgid,casc_name,casc_postcode,ch_orgid,ch_number,ch_name,ch_postcode,ch_type
GB-CASC-0ab9d4fe,Epsom Park Bowling Club Ltd,KT17 4DA,GB-COH-06686381,06686381,EPSOM PARK BOWLING CLUB LIMITED,KT17 4DA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c790099e,Essex and Suffolk Gliding Club Ltd,CM1 7ZA,GB-COH-03337473,03337473,ESSEX AND SUFFOLK GLIDING CLUB LIMITED,CO6 3AQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-1076392c,Essex Diving,EN11 8JH,GB-COH-06516786,06516786,ESSEX DIVING,SS13 1DN,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-f93753f4,Estuary Club Ltd,SS9 2UJ,GB-COH-IP11430R,IP11430R,ESTUARY CLUB LIMITED,,Industrial and Provident Society
GB-CASC-0eb3b0cf,Evesham Sports Club Ltd,WR11 4TE,GB-COH-03410034,03410034,EVESHAM SPORTS CLUB LIMITED,WR11 4TE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-9cddb5ea,Exeter Harriers Ltd,EX4 4JA,GB-COH-02415096,02415096,EXETER HARRIERS LIMITED,EX4 4JA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-9bf83ecb,Falmouth Rugby Football and Athletic Club Ltd,TR11 4DR,GB-COH-07415491,07415491,FALMOUTH RUGBY FOOTBALL AND ATHLETIC CLUB LIMITED,TR11 4SG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c4ff9cd9,Fareham Hockey Club Ltd,SO32 2JX,GB-COH-05663150,05663150,FAREHAM HOCKEY CLUB LIMITED,PO15 5TH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-60a5680a,Fareham Nomads Swimming Club,SO32 2QZ,GB-COH-CE014585,CE014585,FAREHAM NOMADS SWIMMING CLUB,,Charitable Incorporated Organisation
GB-CASC-c686428f,Faringdon Lawn Tennis Club Ltd,SN7 7EJ,GB-COH-08030128,08030128,FARINGDON LAWN TENNIS CLUB LIMITED,SN7 7EJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-45562940,Farnham Rugby Union Football Club Ltd,GU10 4AF,GB-COH-07170252,07170252,FARNHAM RUGBY UNION FOOTBALL CLUB LIMITED,RG1 8LS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b1d161ce,Felixstowe Rugby Union Football Club Ltd,IP11 7JF,GB-COH-07561327,07561327,FELIXSTOWE RUGBY UNION FOOTBALL CLUB LIMITED,IP11 2LN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c9c38799,Feltham Rugby Football Club,TW7 7PA,GB-COH-IP28856R,IP28856R,FELTHAM RUGBY FOOTBALL CLUB,TW13 7EY,Industrial and Provident Society
GB-CASC-2bc3a258,Fife Athletic Club,KY15 7QP,GB-COH-SC494517,SC494517,FIFE ATHLETIC CLUB,KY15 7QP,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-6067e1ee,Filey Community Sports Club Ltd,YO14 9NP,GB-COH-04449737,04449737,FILEY COMMUNITY SPORTS CLUB LTD,YO14 9HU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-3cbef4ef,Finchley Rugby Football Club Ltd,N14 6DE,GB-COH-IP28189R,IP28189R,FINCHLEY RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-d4f28977,Fishers Green Sailing Club CIC,E18 2HL,GB-COH-08696250,08696250,FISHERS GREEN SAILING CLUB CIC,CM23 5AJ,Community Interest Company
GB-CASC-45a26791,Five Rivers Indoor Bowls Club (Salisbury) Ltd,SP5 1SH,GB-COH-07835780,07835780,FIVE RIVERS INDOOR BOWLS CLUB (SALISBURY) LIMITED,SP1 2JJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-0854959a,Fleetwey Ltd,DT3 6NL,GB-COH-03921422,03921422,FLEETWEY LIMITED,DT4 0HU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e0254a78,Fordingbridge Rugby Union Football Club Ltd,SP2 9LU,GB-COH-07990772,07990772,FORDINGBRIDGE RUGBY UNION FOOTBALL CLUB LIMITED,SP6 1QJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-676a1658,Formby Holy Trinity Sports Club Ltd,L37 4BB,GB-COH-08232030,08232030,FORMBY HOLY TRINITY SPORTS CLUB LIMITED,L37 7DB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-449191a3,Forresters Car Club Ltd,NP10 0AL,GB-COH-05481928,05481928,FORRESTERS CAR CLUB LIMITED,CF23 8NN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-76aa3f11,Fort William Shinty Club,PH33 6AN,GB-COH-SC479790,SC479790,FORT WILLIAM SHINTY CLUB,PH33 6BL,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-7d368bc2,Freshwater Bay Golf Club,PO40 9TZ,GB-COH-07588114,07588114,FRESHWATER BAY GOLF CLUB,PO40 9TZ,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-7b7b11f8,Frinton Golf Club Ltd,CO13 9EL,GB-COH-11040024,11040024,FRINTON GOLF CLUB LIMITED,CO13 8EP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-13666d35,Frocester Cricket Club Limited,GL50 3TW,GB-COH-11706015,11706015,FROCESTER CRICKET CLUB LIMITED,GL10 3TW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-0b6c711e,Fromeside Gymnastics Club (1987) Ltd,BS16 5EH,GB-COH-02141338,02141338,FROMESIDE GYMNASTICS CLUB (1987) LIMITED,BS36 1PW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-6f6e1a1a,Gally Hill Shooting Club,KT6 7SR,GB-COH-03388303,03388303,GALLY HILL SHOOTING CLUB,SM7 1RB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d7874f37,Garnant Park Members Golf Club,SA18 1NP,GB-COH-08915705,08915705,GARNANT PARK MEMBERS GOLF CLUB,SA18 1NP,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-5e83518e,Gedling Indoor Bowls Centre Ltd,NG4 4BD,GB-COH-02104007,02104007,GEDLING INDOOR BOWLS CENTRE LIMITED,NG4 1RL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-eccd5a96,Gidea Park Lawn Tennis Club,RM2 5NT,GB-COH-05001148,05001148,GIDEA PARK LAWN TENNIS CLUB,CM11 1PH,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-3abc90d8,Gillingham Anchorians Sports Facility Ltd,ME8 7RG,GB-COH-04681156,04681156,GILLINGHAM ANCHORIANS SPORTS FACILITY LIMITED,ME8 7RG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-1a8870a3,Gillingham Golf Club Ltd,ME8 0DB,GB-COH-00835158,00835158,GILLINGHAM GOLF CLUB LIMITED,ME7 2AP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-01d59106,Gillingham Jumpers Trampoline Club Ltd,ME7 1HN,GB-COH-02966526,02966526,GILLINGHAM JUMPERS TRAMPOLINE CLUB LIMITED,ME7 1HN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-db329d94,Girton Golf Club (Cambridge) Ltd,CB3 0QE,GB-COH-00861074,00861074,GIRTON GOLF CLUB (CAMBRIDGE) LIMITED,CB3 0QE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-39a20450,Girton Sailing Club Ltd,DN22 9HR,GB-COH-08688242,08688242,GIRTON SAILING CLUB LIMITED,DN22 9HR,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-4cb318ee,Glanford and Scunthorpe Canoe Club Ltd,DN20 9JH,GB-COH-08846755,08846755,GLANFORD AND SCUNTHORPE CANOE CLUB LTD,DN20 9JH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-4bc0c247,Glasgow Taekwondo Association,G13 1AX,GB-COH-SC436280,SC436280,GLASGOW TAEKWONDO ASSOCIATION,G13 1AX,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-6eb23dba,Glebelands (Finchley) Indoor Bowls Club Ltd,EN4 8LZ,GB-COH-02418824,02418824,GLEBELANDS (FINCHLEY) INDOOR BOWLS CLUB LTD,N12 0PD,Private Limited Company
GB-CASC-2fd08e47,Glossop Pyegrove Tennis Club,SK13 2EE,GB-COH-03435525,03435525,GLOSSOP PYEGROVE TENNIS CLUB,OL6 7LQ,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-cca22c8d,Gloucester City Swimming Club Ltd,GL1 2EZ,GB-COH-09506353,09506353,GLOUCESTER CITY SWIMMING CLUB LIMITED,GL1 2EZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-4ec880c6,Goodrich Cricket Club Ltd,HR9 5QU,GB-COH-04749253,04749253,GOODRICH CRICKET CLUB LIMITED,HR9 5QU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-811997bb,Gordano Rugby Football Club Ltd,BS20 7UF,GB-COH-IP031586,IP031586,GORDANO RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-61ad6663,Goring Gap Boat Club Ltd,RG8 7RB,GB-COH-09977977,09977977,GORING GAP BOAT CLUB LIMITED,OX29 4BD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-5d2073fe,Gosford All Blacks RFC,OX2 7LB,GB-COH-09017632,09017632,GOSFORD ALL BLACKS RFC,WC2R 1BH,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-f1b38a83,Gosforth Squash Club Ltd,NE3 4YD,GB-COH-00586340,00586340,GOSFORTH SQUASH CLUB LIMITED,NE3 4YD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-9d749306,Grange over Sands Golf Club Ltd,LA11 6HL,GB-COH-08458686,08458686,GRANGE OVER SANDS GOLF CLUB LIMITED,LA11 6QX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-434d9713,Grantham Gymnastics Ltd,NG31 7QH,GB-COH-10563094,10563094,GRANTHAM GYMNASTICS LIMITED,NG31 7QH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-24810346,Gravesend Rowing Club,DA12 2BS,GB-COH-CE007548,CE007548,GRAVESEND ROWING CLUB,,Charitable Incorporated Organisation
GB-CASC-756d5308,Gravesend Rugby Football Club Ltd,ME2 3TX,GB-COH-IP29522R,IP29522R,GRAVESEND RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-45d2415d,Gravity Leisure Club Ltd,TQ3 1RS,GB-COH-09691137,09691137,GRAVITY LEISURE CLUB LIMITED,TQ13 9RF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-6dba9107,Grayswood Cricket Club Ltd,GU27 3LU,GB-COH-08998638,08998638,GRAYSWOOD CRICKET CLUB LTD,GU27 3LU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-f5b4fe3e,Great Ayton Tennis Club,TS9 6EP,GB-COH-CE009541,CE009541,GREAT AYTON TENNIS CLUB,,Charitable Incorporated Organisation
GB-CASC-c730df9c,Great Danes YFC Limited,CM15 9BY,GB-COH-10229637,10229637,GREAT DANES YFC LTD,CM14 5WT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2be7bc38,Great Harwood Golf and Social Club Ltd,BB6 7TE,GB-COH-09907636,09907636,GREAT HARWOOD GOLF AND SOCIAL CLUB LTD,BB6 7TE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-72dd0e44,Greenmount Cricket Club Ltd,BL8 4DX,GB-COH-08356606,08356606,GREENMOUNT CRICKET CLUB LIMITED,BL8 4DX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-07e1a4bf,Greenwich Yacht Club Ltd,SE10 0LN,GB-COH-01986384,01986384,GREENWICH YACHT CLUB LIMITED,SE10 0BW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2f6a325b,Guisborough Angling Club Ltd,TS14 6HH,GB-COH-07872769,07872769,GUISBOROUGH ANGLING CLUB LTD,TS14 6HH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-47c36a38,Guisborough Rugby Union Football Club Limited,TS14 7BB,GB-COH-11078490,11078490,GUISBOROUGH RUGBY UNION FOOTBALL CLUB LIMITED,TS14 7BB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-065a744b,Guiseley Bowling Club Ltd,LS20 8HQ,GB-COH-00110100,00110100,GUISELEY BOWLING CLUB LIMITED,LS20 8DA,Private Limited Company
GB-CASC-c7e6e4b7,GymMad Gymnastics Academy Ltd,TS18 3TD,GB-COH-10773945,10773945,GYMMAD GYMNASTICS ACADEMY LIMITED,TS14 6QD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-9cd0ef65,Hadden Hill Community Members Club Ltd,TS13 4HA,GB-COH-05858922,05858922,HADDEN HILL COMMUNITY MEMBERS CLUB LIMITED,OX11 9BJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d1d58680,Hadleigh Rugby Football Club Ltd,IP8 3NJ,GB-COH-IP30377R,IP30377R,HADLEIGH RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-711a15ce,Halifax Canoe Club Ltd,HX6 2AS,GB-COH-02616775,02616775,HALIFAX CANOE CLUB LIMITED,HX6 2AQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-53bef034,Hallam Grange Lawn Tennis Club Ltd,S10 3RH,GB-COH-00559829,00559829,HALLAM GRANGE LAWN TENNIS CLUB LIMITED,S26 3RH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b57b70ce,Hammersmith Martial Arts Club,W6 9LZ,GB-COH-07888032,07888032,HAMMERSMITH MARTIAL ARTS CLUB,EC4A 3EB,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-e1f759bb,Harbury Rugby Football Club,CV47 2DG,GB-COH-07247028,07247028,HARBURY RUGBY FOOTBALL CLUB,CV33 9JN,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-7720515b,Harpenden Colts FC,AL5 2HU,GB-COH-10500207,10500207,HARPENDEN COLTS FC,EC2A 1AF,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-223ee79b,Harrogate Pythons Rugby Union Football Club Ltd,HG2 0HG,GB-COH-RS004071,RS004071,HARROGATE PYTHONS RUGBY UNION FOOTBALL CLUB LIMITED,,Registered Society
GB-CASC-1ad87d8f,Havant Rugby Football Club Ltd,PO9 3EJ,GB-COH-10189913,10189913,HAVANT RUGBY FOOTBALL CLUB LIMITED,PO9 3EJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-3fa879ed,Haverhill Golf Club Ltd,CB9 7NH,GB-COH-01635787,01635787,HAVERHILL GOLF CLUB LIMITED,CB9 7UW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b86b489f,Haverhill Gymnastics Ltd,CB9 8PR,GB-COH-09691854,09691854,HAVERHILL GYMNASTICS LIMITED,CB9 8AD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-cbd7ea69,Hawcoat Park Ltd,LA14 4HF,GB-COH-06464690,06464690,HAWCOAT PARK LIMITED,LA14 4HF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-8ac20bd0,Haydock Park Golf Club Company Ltd,WA3 4HJ,GB-COH-00182121,00182121,HAYDOCK PARK GOLF CLUB COMPANY LIMITED,WA12 0HX,Private Limited Company
GB-CASC-2ec5ff6b,Hayle Rugby Football Club Ltd,TR27 4QP,GB-COH-IP28632R,IP28632R,HAYLE RUGBY FOOTBALL CLUB LIMITED,TR27 4PS,Industrial and Provident Society
GB-CASC-fca18fe2,Haywards Heath Rugby Football Club Ltd,RH17 5JE,GB-COH-06991314,06991314,HAYWARDS HEATH RUGBY FOOTBALL CLUB LIMITED,RH17 5HX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c0b7e1c1,Hazelwood Lawn Tennis and Squash Club Ltd,N21 2PU,GB-COH-IP09884R,IP09884R,HAZELWOOD LAWN TENNIS AND SQUASH CLUB LIMITED,,Industrial and Provident Society
GB-CASC-2f5b5a08,Helensburgh Amateur Athletic Club,G84 9AR,GB-COH-CS003266,CS003266,HELENSBURGH AMATEUR ATHLETIC CLUB,,Scottish Charitable Incorporated Organisation
GB-CASC-b005227f,Hendon Rugby Football Club Ltd,HA7 3AX,GB-COH-07374213,07374213,HENDON RUGBY FOOTBALL CLUB LIMITED,NW4 1RL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-4005e78e,Henley Rowing Club,RG9 3JD,GB-COH-CE014109,CE014109,HENLEY ROWING CLUB,,Charitable Incorporated Organisation
GB-CASC-46619a43,Herefordshire Gliding Club Ltd,CV5 9DE,GB-COH-01146434,01146434,HEREFORDSHIRE GLIDING CLUB LIMITED,HR6 9NR,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-45d7632e,Herga IBSC Ltd,HA3 8NW,GB-COH-01789270,01789270,HERGA IBSC LIMITED,HA3 8NW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-28890bed,Herne Bay Sailing Club Ltd,TN27 0JB,GB-COH-00487277,00487277,HERNE BAY SAILING CLUB LIMITED,CT6 6BA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-817834af,Herts and Essex Shooting Association,CM3 1PG,GB-COH-07032308,07032308,HERTS AND ESSEX SHOOTING ASSOCIATION,CM8 3XP,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-c21dfd37,Hillingdon Abbots Rugby Football Club Ltd,UB10 0DU,GB-COH-IP29476R,IP29476R,HILLINGDON ABBOTS RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-bb820cec,Hillside Athletic Football Club Ltd,NW10 8LW,GB-COH-09825720,09825720,HILLSIDE ATHLETIC FOOTBALL CLUB LIMITED,HA9 8LH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-cf212297,Hitchin Town Cricket Ground Ltd,SG4 9PN,GB-COH-00389835,00389835,HITCHIN TOWN CRICKET GROUND LIMITED,SG5 2BT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-dca3101a,Hobson Golf Club Ltd,DH9 9RZ,GB-COH-04424482,04424482,HOBSON GOLF CLUB LIMITED,NE16 6BZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-75e78a74,Holt Rugby Football Club Ltd,NR25 6QT,GB-COH-08756390,08756390,HOLT RUGBY FOOTBALL CLUB LIMITED,NR21 9HA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c5906b4f,Horncastle and District Indoor Bowls Club Ltd,LN9 6HP,GB-COH-02383045,02383045,HORNCASTLE AND DISTRICT INDOOR BOWLS CLUB LIMITED,LN9 6HP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-3b586be1,Horsham District Indoor Bowls Club Ltd,RH12 3LZ,GB-COH-03029754,03029754,HORSHAM DISTRICT INDOOR BOWLS CLUB LIMITED,RH12 3LZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d8cc547f,Hove Park Tennis Alliance Ltd,BN3 2BB,GB-COH-11295414,11295414,HOVE PARK TENNIS ALLIANCE LTD,BN3 2BB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-af787ed0,Hucclecote Rugby Football Club Ltd,GL1 5LR,GB-COH-IP28653R,IP28653R,HUCCLECOTE RUGBY FOOTBALL CLUB LIMITED,GL3 3QN,Industrial and Provident Society
GB-CASC-e88b7e0e,Humber Triathletes and Events Ltd,HU3 2DR,GB-COH-10156906,10156906,HUMBER TRIATHLETES AND EVENTS LTD,HU3 2DR,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-27ebe06b,IESKA,PO12 4UL,GB-COH-10171257,10171257,IESKA,PO12 4UL,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-da3a4b09,Ilford Sports Club Ltd,IG1 1UE,GB-COH-03675335,03675335,ILFORD SPORTS CLUB LIMITED,IG1 1FY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-77d7e853,Ilfracombe Rugby Football Club Ltd,EX34 9QP,GB-COH-IP030718,IP030718,ILFRACOMBE RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-c728cbfc,Ilkeston Rugby Union Football Club Ltd,DE7 5FP,GB-COH-05841912,05841912,ILKESTON RUGBY UNION FOOTBALL CLUB LIMITED,DE7 4AZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-f3ba36af,Ipswich Sports Club,IP1 4NJ,GB-COH-CE010958,CE010958,IPSWICH SPORTS CLUB,,Charitable Incorporated Organisation
GB-CASC-f3ba36af,Ipswich Sports Club,IP1 4NJ,GB-COH-12285852,12285852,IPSWICH SPORTS CLUB 2020 LTD,IP1 4NJ,
GB-CASC-da4428ea,Irvine Sports Club,KA12 0HJ,GB-COH-SC344093,SC344093,IRVINE SPORTS CLUB,KA12 8PE,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-18ca5717,Island Cruising Club Ltd,TQ8 8DP,GB-COH-00542504,00542504,ISLAND CRUISING CLUB LIMITED,TQ7 1HX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-f296be85,Ivybridge Tennis Club,PL21 0JS,GB-COH-02057662,02057662,IVYBRIDGE TENNIS CLUB,PL21 9ES,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e232e8c4,Jacks Centre Latchingdon Bowls Club,CM3 4PU,GB-COH-02840888,02840888,JACKS CENTRE LATCHINGDON BOWLS CLUB,CM3 6EX,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-321ebe5e,Jesters Gymnastics Club Ltd,WF10 3FG,GB-COH-11507958,11507958,JESTERS GYMNASTICS CLUB LTD,WF10 3FG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-f9597c5e,Keighley Cricket Club Ltd,BD21 3DS,GB-COH-01976557,01976557,KEIGHLEY CRICKET CLUB LIMITED,BD21 3NB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-1c651e09,Kempston Park Indoor Bowls Club Ltd,MK42 8UB,GB-COH-09198329,09198329,KEMPSTON PARK INDOOR BOWLS CLUB LIMITED,MK42 8UB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-8ee185a9,Kenilworth Wardens Cricket Club Ltd,CV8 2AL,GB-COH-00611748,00611748,KENILWORTH WARDENS CRICKET CLUB LIMITED,CV3 4FJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-7fc0a7fa,Kent Gliding Club Ltd,TN25 4DR,GB-COH-00567079,00567079,KENT GLIDING CLUB LIMITED,TN25 4DR,Private Limited Company
GB-CASC-29d65dfb,Kenton Club (Middlesex) Ltd,HA3 8UB,GB-COH-00649946,00649946,KENTON CLUB (MIDDLESEX) LIMITED,HA3 8UB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-ce4190dc,Keswick Golf Club Ltd,LA22 9RL,GB-COH-00875980,00875980,KESWICK GOLF CLUB LIMITED,CA12 4SX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-41780eba,Kettering Town Harriers,NN10 6RY,GB-COH-06591006,06591006,KETTERING TOWN HARRIERS,NN15 7RB,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-562f0748,Keyworth Rugby Football Club Ltd,LE12 6TB,GB-COH-IP29770R,IP29770R,KEYWORTH RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-60ec99e0,Kilmallie Shinty Club,PH33 7JP,GB-COH-SC471255,SC471255,KILMALLIE SHINTY CLUB,PH33 7DS,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-adba7e92,Kingsbridge Rugby Football Club Ltd,TQ7 1FB,GB-COH-07201757,07201757,KINGSBRIDGE RUGBY FOOTBALL CLUB LIMITED,TQ7 1FB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-6ac598d8,Kirkby Amateur Boxing Club Ltd,L22 3XH,GB-COH-07379774,07379774,KIRKBY AMATEUR BOXING CLUB LIMITED,L22 3XH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-9e2ee461,Kirkby Lonsdale Golf Club Ltd,LA6 2LJ,GB-COH-07561173,07561173,KIRKBY LONSDALE GOLF CLUB LIMITED,LA6 2LJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b7a4fabc,Knoll Lawn Tennis Club Ltd,BR5 1HT,GB-COH-00753433,00753433,KNOLL LAWN TENNIS CLUB LIMITED,BR5 1HT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-52ff27fb,Lane Tennis Club Ltd,WA8 7DW,GB-COH-05561751,05561751,LANE TENNIS CLUB LIMITED,WA8 7DW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
