casc_orgid,casc_name,casc_postcode,ch_orgid,ch_number,ch_name,ch_postcode,ch_type
GB-CASC-a7b4ba4d,Oundle Town Football Club and Oundle Town Junior Football Club,PE8 4BZ,GB-COH-10353030,10353030,OUNDLE TOWN FOOTBALL CLUB AND OUNDLE TOWN JUNIOR FOOTBALL CLUB,PE8 4DB,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-331202c2,Oundle Town Rowing Club Ltd,PE8 5EL,GB-COH-06204433,06204433,OUNDLE TOWN ROWING CLUB LIMITED,PE8 4AL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-46b29c56,Oxford Gliding Company Limited,OX25 3TQ,GB-COH-00340261,00340261,OXFORD GLIDING COMPANY LIMITED,RG9 1DY,Private Limited Company
GB-CASC-bf2514d1,Oxford Harlequins Rugby Football Club Limited,OX2 7EE,GB-COH-08436251,08436251,OXFORD HARLEQUINS RUGBY FOOTBALL CLUB LIMITED,OX4 2RR,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-f406363b,Painswick Rugby Football Club,GL6 6XW,GB-COH-07964061,07964061,PAINSWICK RUGBY FOOTBALL CLUB,GL6 6XW,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-69719710,Paringdon Community Leisure Ltd,CM19 4QT,GB-COH-08435378,08435378,PARINGDON COMMUNITY LEISURE LTD,CM19 4QT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-735a4581,Parklangley Freeholds Ltd,BR3 3AF,GB-COH-00510976,00510976,PARKLANGLEY FREEHOLDS LIMITED,BR3 3AF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-edb5f4f8,Paviors Rugby Football Club Ltd,NG14 6QD,GB-COH-07798657,07798657,PAVIORS RUGBY FOOTBALL CLUB LIMITED,NG2 6AB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-0eb6a6bc,Pembroke Haven Yacht Club Ltd,SA72 6TR,GB-COH-11107197,11107197,PEMBROKE HAVEN YACHT CLUB LTD,SA72 6TR,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-274c2d22,Pendle Paddlers,BB9 6AS,GB-COH-09096155,09096155,PENDLE PADDLERS,BB18 5NA,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-f31ccc50,Pendle Ski Club,BB7 9HN,GB-COH-04364333,04364333,PENDLE SKI CLUB,BB18 5NA,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-6ef8090c,Penryn Rugby Football Club Ltd,PL25 5JR,GB-COH-IP29648R,IP29648R,PENRYN RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-78e2e67d,Perranporth Flying Club Ltd,TR5 0XS,GB-COH-07634416,07634416,PERRANPORTH FLYING CLUB LIMITED,TR5 0XS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e1bcce17,Perranporth Rugby Football Club Ltd,TR6 0LH,GB-COH-IP030655,IP030655,PERRANPORTH RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-22d96255,Peterborough and Spalding Gliding Club Ltd,PE2 7LN,GB-COH-03121690,03121690,PETERBOROUGH AND SPALDING GLIDING CLUB LIMITED,PE2 6PZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b0e99f07,Peterborough Milton Golf Club Ltd,PE2 6YT,GB-COH-00327057,00327057,PETERBOROUGH MILTON GOLF CLUB LIMITED,PE6 7AG,Private Limited Company
GB-CASC-98212be2,Peterborough Rugby Union Football Club Ltd,PE1 5BT,GB-COH-IP28551R,IP28551R,PETERBOROUGH RUGBY UNION FOOTBALL CLUB LIMITED,PE1 5XA,Industrial and Provident Society
GB-CASC-14f3dae0,Pevensey Bay Sailing Club Ltd,BN23 7RP,GB-COH-03034869,03034869,PEVENSEY BAY SAILING CLUB LIMITED,BN24 6DX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-ddcf00b1,Phoenix Gymnastics Academy,S36 1EG,GB-COH-08643892,08643892,PHOENIX GYMNASTICS ACADEMY,S36 2JL,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-fe3d6ea9,Pinner Hill Golf Club Ltd,HA5 3YA,GB-COH-00437263,00437263,PINNER HILL GOLF CLUB LIMITED,HA5 3YA,Private Limited Company
GB-CASC-6081f87f,Pontardawe Rugby Football Club Ltd,SA8 4EG,GB-COH-10056776,10056776,PONTARDAWE RUGBY FOOTBALL CLUB LIMITED,SA8 4EG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-1d544df6,Pontarddulais RFC Limited,SA4 8LW,GB-COH-11663893,11663893,PONTARDDULAIS RFC LIMITED,SA4 8LW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-5891ff4a,Pontefract Rugby Football Club Ltd,WF8 3RX,GB-COH-IP29654R,IP29654R,PONTEFRACT RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-fda8fd3c,Poole Rugby Football Club Ltd,BH18 9NT,GB-COH-IP031299,IP031299,POOLE RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-9ad33a07,Port Edgar Yacht Club Ltd,EH49 6BU,GB-COH-SC229998,SC229998,PORT EDGAR YACHT CLUB LIMITED,EH30 9TD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d5e00f3c,Portadown Tennis Ltd,BT63 5JA,GB-COH-NI047409,NI047409,PORTADOWN TENNIS LTD,BT63 5LH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-556c7515,Portsmouth Roller Wenches Ltd,PO2 9PD,GB-COH-10440753,10440753,PORTSMOUTH ROLLER WENCHES LIMITED,SO50 5DU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-5d6f8cf9,Poulton Park Golf Club Ltd,WA2 0EJ,GB-COH-01373698,01373698,POULTON PARK GOLF CLUB LIMITED,WA2 0SH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b318516b,Premier Taekwondo,HD2 2TP,GB-COH-07825192,07825192,PREMIER TAEKWONDO,HD2 2TP,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-7663d03f,Purley Boxing Club Ltd,CR0 8DT,GB-COH-10535102,10535102,PURLEY BOXING CLUB LTD,CR8 2BG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-bb567d60,Quarndon Cricket Club Ltd,DE22 5JY,GB-COH-10085865,10085865,QUARNDON CRICKET CLUB LIMITED,DE24 8HG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b75c5741,Qwan Ki Do Ltd,NW4 3LH,GB-COH-07552465,07552465,QWAN KI DO LTD,NW4 3LH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-51afd421,Radlett Cricket Club Ltd,WD7 8DD,GB-COH-04863394,04863394,RADLETT CRICKET CLUB LIMITED,HP22 4LW,Private Limited Company
GB-CASC-d1364816,Radnorshire Indoor Bowls Association,LD1 5EY,GB-COH-CE005399,CE005399,RADNORSHIRE INDOOR BOWLS ASSOCIATION,,Charitable Incorporated Organisation
GB-CASC-606c5910,RAF St Athan Golf Club Ltd,CF62 4LJ,GB-COH-05009827,05009827,RAF ST ATHAN GOLF CLUB LIMITED,CF62 4LJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-307d33ec,Ramsey Club Company Ltd,PE13 1JL,GB-COH-00185931,00185931,RAMSEY CLUB COMPANY LIMITED,PE26 1DD,Private Limited Company
GB-CASC-5664beb1,Rattlesden Gliding Club Ltd,IP3 8GD,GB-COH-02195318,02195318,RATTLESDEN GLIDING CLUB LIMITED,IP30 0SX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-298b75af,Ravenscroft Lawn Tennis Club,EN5 4DX,GB-COH-03949600,03949600,RAVENSCROFT LAWN TENNIS CLUB,EN5 1QJ,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-26c684ce,Reading and District Indoor Bowls Club Ltd,BH25 5NT,GB-COH-01010942,01010942,READING AND DISTRICT INDOOR BOWLS CLUB LIMITED,RG6 5PT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-1cebb834,Redbridge Amateur Boxing Club,IG5 0EB,GB-COH-08515939,08515939,REDBRIDGE AMATEUR BOXING CLUB,RM3 7AS,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-e49557a6,Redland Green Ltd,BS6 7HF,GB-COH-07539522,07539522,REDLAND GREEN LIMITED,BS6 7HF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-179d11c7,Reedham Park Sports Club Ltd,RH8 0SW,GB-COH-03353663,03353663,REEDHAM PARK SPORTS CLUB LIMITED,CR8 4AH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-91538d26,Reeds Weybridge Rugby Football Club Ltd,KT12 5LW,GB-COH-07481307,07481307,REEDS WEYBRIDGE RUGBY FOOTBALL CLUB LIMITED,KT12 4RQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-0ec80b7c,Reigate Priory Youth Football Club Ltd,RH2 7EQ,GB-COH-09972083,09972083,REIGATE PRIORY YOUTH FOOTBALL CLUB LIMITED,RH2 7EQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-540f1798,Revolution Gymnastics Club,B31 3XN,GB-COH-09484921,09484921,REVOLUTION GYMNASTICS CLUB,B31 3XN,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-abe2c39e,Rhayader Motocross Club Limited,LD1 5SW,GB-COH-06050638,06050638,RHAYADER MOTOCROSS CLUB LTD,LD1 5EY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-f2461729,Richings Park Sports Club Ltd,SL0 9BN,GB-COH-00421649,00421649,RICHINGS PARK SPORTS CLUB LIMITED,SL0 9BN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b89e050b,Rickmansworth Hockey Club Limited,WD3 1HU,GB-COH-10221596,10221596,RICKMANSWORTH HOCKEY CLUB LIMITED,UB3 5LF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-3739fc51,Risca Rugby Football Club Ltd,NP11 6QS,GB-COH-10164895,10164895,RISCA RUGBY FOOTBALL CLUB LIMITED,NP11 6BY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-0019e92c,Rishton Golf Club Ltd,BB1 4EX,GB-COH-00247773,00247773,RISHTON GOLF CLUB LIMITED,BB1 4HG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-aec7328f,Roa Island Boating Club Ltd,LA13 0QD,GB-COH-00842441,00842441,ROA ISLAND BOATING CLUB LIMITED,LA13 0QL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-92d649e0,Rochdale Company of Archers Ltd,OL12 6DX,GB-COH-07495597,07495597,ROCHDALE COMPANY OF ARCHERS LIMITED,BB5 1HD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-43025ec7,Rochdale Sacred Heart Football Club,OL12 9TB,GB-COH-09082994,09082994,ROCHDALE SACRED HEART FOOTBALL CLUB,OL12 9TB,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-d9be4464,Roseberry Grange Community Golf Club Ltd,DH2 3NF,GB-COH-07626185,07626185,ROSEBERRY GRANGE COMMUNITY GOLF CLUB LTD,DH2 3NF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-a5da0571,Rosedale Sports Club Ltd,EN7 6TB,GB-COH-07289100,07289100,ROSEDALE SPORTS CLUB LIMITED,EN7 6TB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-af0e8a8a,Rothbury Golf Club Ltd,NE7 7ST,GB-COH-05003539,05003539,ROTHBURY GOLF CLUB LIMITED,NE65 7RX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-720aa0fc,Rotherham Rugby Club Ltd,S65 4NQ,GB-COH-06059857,06059857,ROTHERHAM RUGBY CLUB LIMITED,S66 3RN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-0afa2836,Rotherham Sailing Club,HD8 9NS,GB-COH-10647065,10647065,ROTHERHAM SAILING CLUB,S11 9NL,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-db6aac7c,Rothwell FC Ltd,BL9 9SW,GB-COH-07362364,07362364,ROTHWELL FC LIMITED,WF3 3SP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-a703ea33,Rothwell Manor Park Bowling Club Ltd,NN14 6DH,GB-COH-06855060,06855060,ROTHWELL MANOR PARK BOWLING CLUB LIMITED,NN14 6DH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-4f975c10,Roundhay Lawn Tennis Club Ltd,LS8 1DU,GB-COH-00504413,00504413,ROUNDHAY LAWN TENNIS CLUB LIMITED,LS8 1DU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-600201f7,Royal Tunbridge Wells Angling Society Ltd,TN10 3TG,GB-COH-07528497,07528497,ROYAL TUNBRIDGE WELLS ANGLING SOCIETY LIMITED,TN10 3TG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-619834a7,Royston Rugby Union Football Club Ltd,SG8 7ES,GB-COH-IP030513,IP030513,ROYSTON RUGBY UNION FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-5cf0f77c,Rugby Thornfield Indoor Bowls Club Ltd,CV22 5LL,GB-COH-01101366,01101366,RUGBY THORNFIELD INDOOR BOWLS CLUB LIMITED,CV22 5LL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-90694405,Rugeley Rugby Club Ltd,WS15 2JD,GB-COH-07244481,07244481,RUGELEY RUGBY CLUB LIMITED,WS11 7FJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-fffc1ff1,Ruislip Rugby Football Club Ltd,HA4 6DR,GB-COH-IP031001,IP031001,RUISLIP RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-58eea62e,Runcorn Rowing Club Limited,WA7 2AZ,GB-COH-10707050,10707050,RUNCORN ROWING CLUB LIMITED,L17 5AA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-f02b7375,Russell Park Bowls Consortium Ltd,DA7 6PF,GB-COH-02584141,02584141,RUSSELL PARK BOWLS CONSORTIUM LIMITED,DA2 8BP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-514fd129,Ryde Harriers Limited,PO33 1ND,GB-COH-11279596,11279596,RYDE HARRIERS LIMITED,PO33 1BH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b0e684c3,Rye Cricket Club Ltd,TN36 4AS,GB-COH-10146870,10146870,RYE CRICKET CLUB LIMITED,TN31 7EB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-ad7d03aa,Rye Rugby Football Club Ltd,TN31 7BH,GB-COH-IP29241R,IP29241R,RYE RUGBY FOOTBALL CLUB LIMITED,TN31 7LS,Industrial and Provident Society
GB-CASC-bc254e8f,Ryton Golf Club Ltd,NE40 3TD,GB-COH-04535020,04535020,RYTON GOLF CLUB LIMITED,NE11 0JQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-93a7eb9b,Salcombe Rugby Football and Athletic Club Ltd,TQ8 8AX,GB-COH-06952425,06952425,SALCOMBE RUGBY FOOTBALL AND ATHLETIC CLUB LIMITED,TQ7 1JZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-95e956bc,Salisbury Rugby Football Club Ltd,SP1 3SA,GB-COH-05520915,05520915,SALISBURY RUGBY FOOTBALL CLUB LIMITED,SP1 3SA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-ef700339,Saltford Lawn Tennis Club,BS31 3LW,GB-COH-CE017266,CE017266,SALTFORD LAWN TENNIS CLUB,,Charitable Incorporated Organisation
GB-CASC-ec17afa6,Scarborough Rugby Union Football Club Ltd,YO13 0NL,GB-COH-07118884,07118884,SCARBOROUGH RUGBY UNION FOOTBALL CLUB LIMITED,YO13 0NL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2a52f10d,Scottish Gliding Union Ltd,KY13 9JJ,GB-COH-SC020527,SC020527,SCOTTISH GLIDING UNION LIMITED,KY13 9JJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-946b3724,Scottish Parachute Club,PH3 1LA,GB-COH-SC148904,SC148904,SCOTTISH PARACHUTE CLUB,PH3 1LA,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-6fd25169,Seascale Golf Club Ltd,CA20 1QL,GB-COH-10325668,10325668,SEASCALE GOLF CLUB LIMITED,CA13 0RJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-7e22112c,Sefton Rugby Union Football Club,L12 9EY,GB-COH-07970825,07970825,SEFTON RUGBY UNION FOOTBALL CLUB,L12 9EY,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-88f08286,Segas Sailing Club,ME1 1XB,GB-COH-03314545,03314545,SEGAS SAILING CLUB,ME1 1XB,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-13288fcf,Seghill Rugby Football Club Ltd,NE23 7EZ,GB-COH-07435620,07435620,SEGHILL RUGBY FOOTBALL CLUB LIMITED,NE23 7EZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d01c0674,Sevenoaks IBC Ltd,TN13 2SH,GB-COH-05210938,05210938,SEVENOAKS IBC LIMITED,TN13 3UX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-4f7cb077,Sevenoaks Vine Cricket Club Ltd,TN13 3QQ,GB-COH-10532370,10532370,SEVENOAKS VINE CRICKET CLUB LTD,TN13 3QQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e46c6fcc,Severalls Bowls Club,CO3 0RL,GB-COH-CE018507,CE018507,SEVERALLS BOWLS CLUB,,Charitable Incorporated Organisation
GB-CASC-41846be1,Shalbourne Soaring Society Ltd,SO21 3HZ,GB-COH-03471588,03471588,SHALBOURNE SOARING SOCIETY LIMITED,RG17 0DL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-3e5e39fa,Sheen Lawn Tennis and Squash Club Ltd,SW14 7EH,GB-COH-00177605,00177605,SHEEN LAWN TENNIS AND SQUASH CLUB LIMITED,SW14 7EH,Private Limited Company
GB-CASC-e7bb84e9,Sherburn White Rose Sports Club,LS25 6BT,GB-COH-05148567,05148567,SHERBURN WHITE ROSE SPORTS CLUB,LS25 6EL,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-50b588ec,Shifnal Bowling Club Ltd,TF11 8HH,GB-COH-09905572,09905572,SHIFNAL BOWLING CLUB LIMITED,TF11 8HH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-582a16fc,Shifnal Cricket Club Ltd,TF11 8HY,GB-COH-09905526,09905526,SHIFNAL CRICKET CLUB LIMITED,TF11 8HY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2a0f8355,Shifnal Tennis Club Ltd,TF11 8HD,GB-COH-09893074,09893074,SHIFNAL TENNIS CLUB LIMITED,TF11 9HN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c35901d4,Shipston Sports Club Ltd,CV36 4EZ,GB-COH-05275978,05275978,SHIPSTON SPORTS CLUB LTD,CV36 4EZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-6f2a8df9,Shire Park Bowls Club (Tewin) Ltd,AL6 0HZ,GB-COH-02927755,02927755,SHIRE PARK BOWLS CLUB (TEWIN) LIMITED,AL6 0HT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-771ed451,Shirland Golf Club Members,DE55 6AU,GB-COH-07514520,07514520,SHIRLAND GOLF CLUB MEMBERS,DE55 6AU,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-24bb9a85,Shoreham Rugby Football Club Ltd,BN15 9EF,GB-COH-09269690,09269690,SHOREHAM RUGBY FOOTBALL CLUB LTD,BN15 9EF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e6e456c2,Sidmouth Rugby Football Club Ltd,EX10 8UE,GB-COH-07597631,07597631,SIDMOUTH RUGBY FOOTBALL CLUB LIMITED,EX10 8NJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c4af6985,Silhillians Rugby Union Football Club,B93 9LW,GB-COH-10881603,10881603,SILHILLIANS RUGBY UNION FOOTBALL CLUB,B90 2EL,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-7b122850,Skewen Angling Club Ltd,SA10 6PD,GB-COH-07123764,07123764,SKEWEN ANGLING CLUB LIMITED,SA10 6PD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-fa6ca463,Skipton Golf Club Ltd,BD23 3LF,GB-COH-02640429,02640429,SKIPTON GOLF CLUB LIMITED,BD23 3LF,Private Limited Company
GB-CASC-618c0ec4,Slough Rugby Football Club Ltd,SL3 6LE,GB-COH-IP28569R,IP28569R,SLOUGH RUGBY FOOTBALL CLUB LIMITED,SL3 7LT,Industrial and Provident Society
GB-CASC-620b49ca,Somerton RFC Ltd,TA11 6HS,GB-COH-09790987,09790987,SOMERTON RFC LIMITED,TA11 7PS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2fd5603f,South Gower Rugby Football Club Limited,SA3 3HA,GB-COH-10517785,10517785,SOUTH GOWER RUGBY FOOTBALL CLUB LIMITED,SA7 0AJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-6873fa4e,South Gower Sports Club (Inc. Fall Bay RFC) Ltd,SA3 1AY,GB-COH-10999629,10999629,SOUTH GOWER SPORTS CLUB (INC. FALL BAY RFC) LIMITED,SA3 1AY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-dcb3d892,South Kilvington Cricket Club,YO7 2LY,GB-COH-CE012288,CE012288,SOUTH KILVINGTON CRICKET CLUB,,Charitable Incorporated Organisation
GB-CASC-fb200747,South Leeds Golf Club Ltd,LS11 5TU,GB-COH-00137847,00137847,SOUTH LEEDS GOLF CLUB LIMITED,LS11 5TU,Private Limited Company
GB-CASC-4b3a0b3e,South Shields and Westoe Club Ltd,NE33 4EA,GB-COH-IP030682,IP030682,SOUTH SHIELDS AND WESTOE CLUB LIMITED,,Industrial and Provident Society
GB-CASC-7dc0eed7,South Tyneside Indoor Bowls and Social Club Ltd,NE33 3HE,GB-COH-IP023586,IP023586,SOUTH TYNESIDE INDOOR BOWLS AND SOCIAL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-9e670c0f,Southam Rugby Union Football Club Ltd,CV47 2DG,GB-COH-10538250,10538250,SOUTHAM RUGBY UNION FOOTBALL CLUB LIMITED,CV47 2DG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-86fc8754,Southampton Archery Club Limited,SO50 8PU,GB-COH-12146046,12146046,SOUTHAMPTON ARCHERY CLUB LIMITED,SP2 8PU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-200abb6a,Southampton Gymnastics Club Limited,SO16 9AR,GB-COH-10869994,10869994,SOUTHAMPTON GYMNASTICS CLUB LIMITED,SO16 9AR,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-51354ddc,Southbank Tennis Club,PR8 3AE,GB-COH-10043133,10043133,SOUTHBANK TENNIS CLUB,PR8 3AE,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-c9f96cf0,Southport Rugby Football Club Ltd,PR8 4PH,GB-COH-06924304,06924304,SOUTHPORT RUGBY FOOTBALL CLUB LIMITED,PR8 4PH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-6c28901e,Spalding Rugby Football Club Ltd,PE11 1QD,GB-COH-07341029,07341029,SPALDING RUGBY FOOTBALL CLUB LIMITED,PE11 1QD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-ffaac510,Spirit Gymnastics Academy Limited,BA22 8PG,GB-COH-11308951,11308951,SPIRIT GYMNASTICS ACADEMY LIMITED,BA20 2AG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-5a8a359a,St Albans Hockey Club Ltd,WD7 8EP,GB-COH-06718160,06718160,ST ALBANS HOCKEY CLUB LIMITED,AL1 1JP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-a1f68c68,Stafford Boat Club Ltd,ST17 4SG,GB-COH-01346091,01346091,STAFFORD BOAT CLUB LIMITED,ST17 4SG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-f5a90415,Staffordshire Gliding Club Ltd,ST3 7LZ,GB-COH-02109141,02109141,STAFFORDSHIRE GLIDING CLUB LIMITED,ST18 9QE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d95640a2,Stamford Rugby Union Football Club Ltd,PE9 3EW,GB-COH-IP29692R,IP29692R,STAMFORD RUGBY UNION FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-320e72ff,Stanley Indoor Bowls Centre Ltd,DH9 0NB,GB-COH-08087299,08087299,STANLEY INDOOR BOWLS CENTRE LTD,DH9 0NB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
